Fidelity,x
0.9598859267298478,-0.95
0.971566343822697,-0.85
0.9814771270254783,-0.75
0.9891960859354133,-0.65
0.9944081363989166,-0.55
0.9976893633256758,-0.45000000000000007
0.9994568304664749,-0.3500000000000001
0.9999993610326029,-0.2500000000000001
0.9996854235329384,-0.15000000000000013
0.9992161235016126,-0.050000000000000155
0.9994203083539897,0.04999999999999982
0.9999866763421748,0.1499999999999997
0.9990588304465908,0.24999999999999978
0.9942088285443069,0.34999999999999987
0.9828345503185788,0.44999999999999973
0.9626293459545988,0.5499999999999996
0.932761432311231,0.6499999999999997
0.8938653808855173,0.7499999999999998
0.8468304100027948,0.8499999999999996
0.7970979155341079,0.9499999999999995
